# T (GeV)                   lower_range_of_90%_interval upper_range_of_90%_interval
1.350000000000000089e-01	6.756214345748683126e-02	2.083498969204340967e-01
1.360804020100502554e-01	6.792710163638913945e-02	2.066851525330356820e-01
1.371608040201005019e-01	6.826677929164769176e-02	2.050493523340828628e-01
1.382412060301507761e-01	6.861304782130353552e-02	2.033656413506291782e-01
1.393216080402010226e-01	6.902131016975202038e-02	2.017094554426693276e-01
1.404020100502512691e-01	6.940818759805922333e-02	2.000591148034748523e-01
1.414824120603015156e-01	6.981383787160896914e-02	1.983887048485898086e-01
1.425628140703517621e-01	7.023827328632310796e-02	1.967462954065826719e-01
1.436432160804020086e-01	7.065934272688326190e-02	1.951113094850177865e-01
1.447236180904522551e-01	7.109825464039055964e-02	1.934830601737792255e-01
1.458040201005025294e-01	7.151787689356280120e-02	1.918685833385681827e-01
1.468844221105527759e-01	7.199012267091288442e-02	1.902677757146188364e-01
1.479648241206030224e-01	7.247369555764129889e-02	1.886669080992401104e-01
1.490452261306532689e-01	7.297245487415182641e-02	1.871065348960267161e-01
1.501256281407035154e-01	7.348462969519459209e-02	1.855576330712686572e-01
1.512060301507537896e-01	7.405121204856209005e-02	1.840479815043290501e-01
1.522864321608040361e-01	7.461069693504743250e-02	1.825354003276246084e-01
1.533668341708542826e-01	7.516619308630383134e-02	1.810506517150196892e-01
1.544472361809045291e-01	7.570783445038277437e-02	1.795645423969006726e-01
1.555276381909547756e-01	7.627608000806926358e-02	1.781089253752673462e-01
1.566080402010050221e-01	7.684999071205038390e-02	1.766692166372511030e-01
1.576884422110552686e-01	7.743717451508269622e-02	1.752488177716541307e-01
1.587688442211055428e-01	7.799303502107966801e-02	1.738434097553624991e-01
1.598492462311557893e-01	7.857130833073350251e-02	1.724505298869272729e-01
1.609296482412060358e-01	7.913581456780258150e-02	1.711146468570592938e-01
1.620100502512562823e-01	7.971700667938727558e-02	1.698034174152821540e-01
1.630904522613065288e-01	8.027225097746451543e-02	1.685299373759310826e-01
1.641708542713567753e-01	8.074818106045161814e-02	1.673014487630679337e-01
1.652512562814070496e-01	8.121898593265847177e-02	1.660802557428597004e-01
1.663316582914572961e-01	8.163897433923322788e-02	1.648990593851384079e-01
1.674120603015075426e-01	8.201683329786227383e-02	1.637381061316890984e-01
1.684924623115577891e-01	8.236889008082604047e-02	1.625793813409684707e-01
1.695728643216080356e-01	8.270161314657835383e-02	1.615156754893329050e-01
1.706532663316582821e-01	8.289221309247209180e-02	1.605028075765354834e-01
1.717336683417085563e-01	8.318540015216301098e-02	1.594990226535275835e-01
1.728140703517588028e-01	8.336497792972916154e-02	1.585369193426841850e-01
1.738944723618090493e-01	8.348347574199539711e-02	1.576056429073995624e-01
1.749748743718592958e-01	8.355884110360904671e-02	1.567050903158680453e-01
1.760552763819095423e-01	8.354932145430855883e-02	1.558774893205371881e-01
1.771356783919598166e-01	8.354471242495695171e-02	1.550991085627542176e-01
1.782160804020100353e-01	8.350506618082728649e-02	1.543430199840805095e-01
1.792964824120603096e-01	8.342735440265042213e-02	1.536675986790563553e-01
1.803768844221105561e-01	8.332449715962243764e-02	1.530414161258611405e-01
1.814572864321608026e-01	8.313725230078815309e-02	1.525183492295182353e-01
1.825376884422110491e-01	8.290046226676091312e-02	1.520288639984677115e-01
1.836180904522612956e-01	8.264340020569661827e-02	1.515954815612557682e-01
1.846984924623115698e-01	8.238278343049465491e-02	1.513218010383830525e-01
1.857788944723618163e-01	8.206548548551140243e-02	1.510901033094928236e-01
1.868592964824120628e-01	8.174962511050018477e-02	1.509596081367047260e-01
1.879396984924623093e-01	8.138658636386335299e-02	1.508767739995781065e-01
1.890201005025125558e-01	8.103642550786924192e-02	1.509421507728361533e-01
1.901005025125628023e-01	8.065422274440449402e-02	1.511075283413699233e-01
1.911809045226130488e-01	8.022282712626446766e-02	1.513379314025771749e-01
1.922613065326633230e-01	7.973346790970957387e-02	1.517078615289438603e-01
1.933417085427135695e-01	7.920675211025750284e-02	1.521629208872601058e-01
1.944221105527638160e-01	7.871925400370258230e-02	1.526614251942919331e-01
1.955025125628140625e-01	7.813956542039432462e-02	1.532674733009538603e-01
1.965829145728643090e-01	7.751438969456259098e-02	1.539285742939314749e-01
1.976633165829145833e-01	7.685490983437875956e-02	1.546625658061596686e-01
1.987437185929648020e-01	7.621377886677120628e-02	1.555232627157082936e-01
1.998241206030150763e-01	7.552822010493497051e-02	1.563963673528364073e-01
2.009045226130653228e-01	7.481627991333830718e-02	1.573310965118647486e-01
2.019849246231155693e-01	7.408332565588980623e-02	1.582949228952489074e-01
2.030653266331658435e-01	7.334174150611239007e-02	1.593868102095322703e-01
2.041457286432160623e-01	7.260255408816868039e-02	1.605073356187774469e-01
2.052261306532663365e-01	7.185089626450391620e-02	1.616569499858616643e-01
2.063065326633165830e-01	7.111091615904945040e-02	1.628274970860478510e-01
2.073869346733668295e-01	7.041863814607983441e-02	1.640669848079523152e-01
2.084673366834170760e-01	6.967674224358907931e-02	1.653260478375623288e-01
2.095477386934673225e-01	6.893494503425434683e-02	1.666616779076973698e-01
2.106281407035175968e-01	6.821425662334504314e-02	1.680272887729940823e-01
2.117085427135678155e-01	6.750474636403566708e-02	1.694517032313154759e-01
2.127889447236180898e-01	6.677836639186432444e-02	1.708844725382286378e-01
2.138693467336683363e-01	6.602054346566507692e-02	1.723796722483432187e-01
2.149497487437185828e-01	6.528251690858027922e-02	1.738851530892060460e-01
2.160301507537688570e-01	6.458518032563283218e-02	1.753959317266634843e-01
